id,judgment,entity_text,entity_label,score
18,"The Labour Court, upon appreciation of the evidence on record, has held that the workman was guilty of minor misconduct, i.e. absence of duty for 3 days, namely, 21st February, 2001; 22nd February, 2001 and 23rd February, 2001, which does not warrant major punishment of dismissal from service. The order of dismissal from service dated 23rd March, 2001 has accordingly been set aside, more so keeping in view the fact that admittedly no disciplinary proceeding was initiated against the respondent No.3/workman. Having held so, the Labour Court has directed reinstatement of the respondent No.3/workman in service with full backwage. The said award has been challenged in the present writ petition only in respect of grant of back-wage. The Management has, pursuant to the aforesaid award, already reinstated the respondent No.3 in service.","21st February, 2001",Date,0.9242
18,"The Labour Court, upon appreciation of the evidence on record, has held that the workman was guilty of minor misconduct, i.e. absence of duty for 3 days, namely, 21st February, 2001; 22nd February, 2001 and 23rd February, 2001, which does not warrant major punishment of dismissal from service. The order of dismissal from service dated 23rd March, 2001 has accordingly been set aside, more so keeping in view the fact that admittedly no disciplinary proceeding was initiated against the respondent No.3/workman. Having held so, the Labour Court has directed reinstatement of the respondent No.3/workman in service with full backwage. The said award has been challenged in the present writ petition only in respect of grant of back-wage. The Management has, pursuant to the aforesaid award, already reinstated the respondent No.3 in service.","22nd February, 2001",Date,0.839
18,"The Labour Court, upon appreciation of the evidence on record, has held that the workman was guilty of minor misconduct, i.e. absence of duty for 3 days, namely, 21st February, 2001; 22nd February, 2001 and 23rd February, 2001, which does not warrant major punishment of dismissal from service. The order of dismissal from service dated 23rd March, 2001 has accordingly been set aside, more so keeping in view the fact that admittedly no disciplinary proceeding was initiated against the respondent No.3/workman. Having held so, the Labour Court has directed reinstatement of the respondent No.3/workman in service with full backwage. The said award has been challenged in the present writ petition only in respect of grant of back-wage. The Management has, pursuant to the aforesaid award, already reinstated the respondent No.3 in service.","23rd February, 2001",Date,0.909
18,"The Labour Court, upon appreciation of the evidence on record, has held that the workman was guilty of minor misconduct, i.e. absence of duty for 3 days, namely, 21st February, 2001; 22nd February, 2001 and 23rd February, 2001, which does not warrant major punishment of dismissal from service. The order of dismissal from service dated 23rd March, 2001 has accordingly been set aside, more so keeping in view the fact that admittedly no disciplinary proceeding was initiated against the respondent No.3/workman. Having held so, the Labour Court has directed reinstatement of the respondent No.3/workman in service with full backwage. The said award has been challenged in the present writ petition only in respect of grant of back-wage. The Management has, pursuant to the aforesaid award, already reinstated the respondent No.3 in service.","23rd March, 2001",Date,0.8563
18,"The Labour Court, upon appreciation of the evidence on record, has held that the workman was guilty of minor misconduct, i.e. absence of duty for 3 days, namely, 21st February, 2001; 22nd February, 2001 and 23rd February, 2001, which does not warrant major punishment of dismissal from service. The order of dismissal from service dated 23rd March, 2001 has accordingly been set aside, more so keeping in view the fact that admittedly no disciplinary proceeding was initiated against the respondent No.3/workman. Having held so, the Labour Court has directed reinstatement of the respondent No.3/workman in service with full backwage. The said award has been challenged in the present writ petition only in respect of grant of back-wage. The Management has, pursuant to the aforesaid award, already reinstated the respondent No.3 in service.",respondent No.3,Person,0.9057
18,"The Labour Court, upon appreciation of the evidence on record, has held that the workman was guilty of minor misconduct, i.e. absence of duty for 3 days, namely, 21st February, 2001; 22nd February, 2001 and 23rd February, 2001, which does not warrant major punishment of dismissal from service. The order of dismissal from service dated 23rd March, 2001 has accordingly been set aside, more so keeping in view the fact that admittedly no disciplinary proceeding was initiated against the respondent No.3/workman. Having held so, the Labour Court has directed reinstatement of the respondent No.3/workman in service with full backwage. The said award has been challenged in the present writ petition only in respect of grant of back-wage. The Management has, pursuant to the aforesaid award, already reinstated the respondent No.3 in service.",the Labour Court,Court,0.8892
18,"The Labour Court, upon appreciation of the evidence on record, has held that the workman was guilty of minor misconduct, i.e. absence of duty for 3 days, namely, 21st February, 2001; 22nd February, 2001 and 23rd February, 2001, which does not warrant major punishment of dismissal from service. The order of dismissal from service dated 23rd March, 2001 has accordingly been set aside, more so keeping in view the fact that admittedly no disciplinary proceeding was initiated against the respondent No.3/workman. Having held so, the Labour Court has directed reinstatement of the respondent No.3/workman in service with full backwage. The said award has been challenged in the present writ petition only in respect of grant of back-wage. The Management has, pursuant to the aforesaid award, already reinstated the respondent No.3 in service.",respondent No.3,Person,0.9483
18,"The Labour Court, upon appreciation of the evidence on record, has held that the workman was guilty of minor misconduct, i.e. absence of duty for 3 days, namely, 21st February, 2001; 22nd February, 2001 and 23rd February, 2001, which does not warrant major punishment of dismissal from service. The order of dismissal from service dated 23rd March, 2001 has accordingly been set aside, more so keeping in view the fact that admittedly no disciplinary proceeding was initiated against the respondent No.3/workman. Having held so, the Labour Court has directed reinstatement of the respondent No.3/workman in service with full backwage. The said award has been challenged in the present writ petition only in respect of grant of back-wage. The Management has, pursuant to the aforesaid award, already reinstated the respondent No.3 in service.",respondent No.3,Person,0.9608
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",applicants,Person,0.5657
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",Section 436/149 IPC,Section,0.8865
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",Sessions Case No.20/2000,Case Number,0.9249
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",informant,Person,0.5294
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",Katlicherra Police Station,Police Station,0.9932
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",12.12.1997,Date,0.8897
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",Katlicherra P.S. Case No.227/1997,Case Number,0.6331
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",Charge-sheet,Document,0.9459
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",22.08.1998,Date,0.7964
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",Court of Sessions,Court,0.9565
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",27.01.2000,Date,0.9204
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",learned Sessions Judge,Person,0.7479
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",the applicants,Person,0.5958
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",Section 436/149 IPC,Section,0.9235
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",06.03.2003,Date,0.6953
19,"The applicants were charged under Section 436/149 IPC in Sessions Case No.20/2000 for causing mischief to an extent of Rs.2,00,000/- by setting fire into the dwelling house of the informant in village Harishnagar Part-III under Katlicherra Police Station on the midnight of 12.12.1997, where all the household belonging including the paddy and some live-stocks like hens, goats etc. were burnt into ashes. On the basis of such allegation initially Katlicherra P.S. Case No.227/1997 was registered and upon completion of the investigation Charge-sheet dated 22.08.1998 was filed against 14 accused persons. The case was committed to the Court of Sessions for trial on 27.01.2000 and accordingly the charges against all the 14 accused persons were framed. The learned Sessions Judge, on conclusion of the trial, found all the accused persons, including the applicants, guilty of charge under Section 436/149 IPC vide judgment dated 06.03.2003 and sentenced them to under rigorous imprisonment for 10 years and to pay a find of Rs.5,000/- each, in default, to undergo rigorous imprisonment for a further period of 6 months, vide order dated 07.03.2003.",07.03.2003,Date,0.6566
20,"Learned counsel for the petitioner submits that the petitioner being the lowest bidder in the earlier tender process and being the only bidder in the present process, could not be denied consideration on non-existent grounds and such a course will not only be against interest of the petitioner but also against public interest. Even, according to the stand of the State, the project was of urgent nature requiring installation of high tension transmission lines. Reliance has been placed on judgment of the Hon'ble Supreme Court in HARMINDER SINGH ARORA VS. UNION OF INDIA AND OTHERS, (1986) 3 SC 247, laying down that once the Government decides to award contract on the basis of bids by tender, it must abide by the terms of the tender and cannot reject the most suitable offer of a contractor in contravention of terms of the tender.",petitioner,Person,0.5063
20,"Learned counsel for the petitioner submits that the petitioner being the lowest bidder in the earlier tender process and being the only bidder in the present process, could not be denied consideration on non-existent grounds and such a course will not only be against interest of the petitioner but also against public interest. Even, according to the stand of the State, the project was of urgent nature requiring installation of high tension transmission lines. Reliance has been placed on judgment of the Hon'ble Supreme Court in HARMINDER SINGH ARORA VS. UNION OF INDIA AND OTHERS, (1986) 3 SC 247, laying down that once the Government decides to award contract on the basis of bids by tender, it must abide by the terms of the tender and cannot reject the most suitable offer of a contractor in contravention of terms of the tender.",tender,Document,0.9421
20,"Learned counsel for the petitioner submits that the petitioner being the lowest bidder in the earlier tender process and being the only bidder in the present process, could not be denied consideration on non-existent grounds and such a course will not only be against interest of the petitioner but also against public interest. Even, according to the stand of the State, the project was of urgent nature requiring installation of high tension transmission lines. Reliance has been placed on judgment of the Hon'ble Supreme Court in HARMINDER SINGH ARORA VS. UNION OF INDIA AND OTHERS, (1986) 3 SC 247, laying down that once the Government decides to award contract on the basis of bids by tender, it must abide by the terms of the tender and cannot reject the most suitable offer of a contractor in contravention of terms of the tender.",petitioner,Person,0.5526
20,"Learned counsel for the petitioner submits that the petitioner being the lowest bidder in the earlier tender process and being the only bidder in the present process, could not be denied consideration on non-existent grounds and such a course will not only be against interest of the petitioner but also against public interest. Even, according to the stand of the State, the project was of urgent nature requiring installation of high tension transmission lines. Reliance has been placed on judgment of the Hon'ble Supreme Court in HARMINDER SINGH ARORA VS. UNION OF INDIA AND OTHERS, (1986) 3 SC 247, laying down that once the Government decides to award contract on the basis of bids by tender, it must abide by the terms of the tender and cannot reject the most suitable offer of a contractor in contravention of terms of the tender.",Supreme Court,Court,0.7871
20,"Learned counsel for the petitioner submits that the petitioner being the lowest bidder in the earlier tender process and being the only bidder in the present process, could not be denied consideration on non-existent grounds and such a course will not only be against interest of the petitioner but also against public interest. Even, according to the stand of the State, the project was of urgent nature requiring installation of high tension transmission lines. Reliance has been placed on judgment of the Hon'ble Supreme Court in HARMINDER SINGH ARORA VS. UNION OF INDIA AND OTHERS, (1986) 3 SC 247, laying down that once the Government decides to award contract on the basis of bids by tender, it must abide by the terms of the tender and cannot reject the most suitable offer of a contractor in contravention of terms of the tender.",1986,Date,0.6503
20,"Learned counsel for the petitioner submits that the petitioner being the lowest bidder in the earlier tender process and being the only bidder in the present process, could not be denied consideration on non-existent grounds and such a course will not only be against interest of the petitioner but also against public interest. Even, according to the stand of the State, the project was of urgent nature requiring installation of high tension transmission lines. Reliance has been placed on judgment of the Hon'ble Supreme Court in HARMINDER SINGH ARORA VS. UNION OF INDIA AND OTHERS, (1986) 3 SC 247, laying down that once the Government decides to award contract on the basis of bids by tender, it must abide by the terms of the tender and cannot reject the most suitable offer of a contractor in contravention of terms of the tender.",3 SC 247,Case Number,0.9529
20,"Learned counsel for the petitioner submits that the petitioner being the lowest bidder in the earlier tender process and being the only bidder in the present process, could not be denied consideration on non-existent grounds and such a course will not only be against interest of the petitioner but also against public interest. Even, according to the stand of the State, the project was of urgent nature requiring installation of high tension transmission lines. Reliance has been placed on judgment of the Hon'ble Supreme Court in HARMINDER SINGH ARORA VS. UNION OF INDIA AND OTHERS, (1986) 3 SC 247, laying down that once the Government decides to award contract on the basis of bids by tender, it must abide by the terms of the tender and cannot reject the most suitable offer of a contractor in contravention of terms of the tender.",tender,Document,0.9305
20,"Learned counsel for the petitioner submits that the petitioner being the lowest bidder in the earlier tender process and being the only bidder in the present process, could not be denied consideration on non-existent grounds and such a course will not only be against interest of the petitioner but also against public interest. Even, according to the stand of the State, the project was of urgent nature requiring installation of high tension transmission lines. Reliance has been placed on judgment of the Hon'ble Supreme Court in HARMINDER SINGH ARORA VS. UNION OF INDIA AND OTHERS, (1986) 3 SC 247, laying down that once the Government decides to award contract on the basis of bids by tender, it must abide by the terms of the tender and cannot reject the most suitable offer of a contractor in contravention of terms of the tender.",tender,Document,0.8696
20,"Learned counsel for the petitioner submits that the petitioner being the lowest bidder in the earlier tender process and being the only bidder in the present process, could not be denied consideration on non-existent grounds and such a course will not only be against interest of the petitioner but also against public interest. Even, according to the stand of the State, the project was of urgent nature requiring installation of high tension transmission lines. Reliance has been placed on judgment of the Hon'ble Supreme Court in HARMINDER SINGH ARORA VS. UNION OF INDIA AND OTHERS, (1986) 3 SC 247, laying down that once the Government decides to award contract on the basis of bids by tender, it must abide by the terms of the tender and cannot reject the most suitable offer of a contractor in contravention of terms of the tender.",tender,Document,0.8983
21,"This writ petition has been filed by the petitioner Miss Rajashree Khound seeking an order from this Court directing the Respondents to allow her to take admission in MBBS course for the session 2012 on the basis of her selection in the Combined Entrance Examination as per the result published on 24.07.2012. The petitioner has demonstrated academic excellence by way of securing 89.3% marks in HSLC Examination followed by 86.6% marks in Higher Secondary (Science). Thereafter she contested for admission to MBBS/BDS courses in the Medical Colleges of Assam and Regional Dental College at Guwahati for the session 2012 through the Combined Entrance Examination. The petitioner secured 186 marks and her rank in the Entrance Examination is claimed to be 199. In the Educational Notice published showing the names of candidates who appeared for counseling and selected by a Selection Board thereby allowed for provisional admission into the First Year MBBS/BDS courses in the Medical Colleges of Assam and Regional Dental College at Guwahati for the session 2012, the name of the petitioner bearing Roll No. 381071 finds place against Serial No. 6 in the list of \""Un-reserved (General Merit)\"" candidates for Jorhat Medical College, Jorhat.",Miss Rajashree Khound,Person,0.9224
21,"This writ petition has been filed by the petitioner Miss Rajashree Khound seeking an order from this Court directing the Respondents to allow her to take admission in MBBS course for the session 2012 on the basis of her selection in the Combined Entrance Examination as per the result published on 24.07.2012. The petitioner has demonstrated academic excellence by way of securing 89.3% marks in HSLC Examination followed by 86.6% marks in Higher Secondary (Science). Thereafter she contested for admission to MBBS/BDS courses in the Medical Colleges of Assam and Regional Dental College at Guwahati for the session 2012 through the Combined Entrance Examination. The petitioner secured 186 marks and her rank in the Entrance Examination is claimed to be 199. In the Educational Notice published showing the names of candidates who appeared for counseling and selected by a Selection Board thereby allowed for provisional admission into the First Year MBBS/BDS courses in the Medical Colleges of Assam and Regional Dental College at Guwahati for the session 2012, the name of the petitioner bearing Roll No. 381071 finds place against Serial No. 6 in the list of \""Un-reserved (General Merit)\"" candidates for Jorhat Medical College, Jorhat.",24.07.2012,Date,0.8243
21,"This writ petition has been filed by the petitioner Miss Rajashree Khound seeking an order from this Court directing the Respondents to allow her to take admission in MBBS course for the session 2012 on the basis of her selection in the Combined Entrance Examination as per the result published on 24.07.2012. The petitioner has demonstrated academic excellence by way of securing 89.3% marks in HSLC Examination followed by 86.6% marks in Higher Secondary (Science). Thereafter she contested for admission to MBBS/BDS courses in the Medical Colleges of Assam and Regional Dental College at Guwahati for the session 2012 through the Combined Entrance Examination. The petitioner secured 186 marks and her rank in the Entrance Examination is claimed to be 199. In the Educational Notice published showing the names of candidates who appeared for counseling and selected by a Selection Board thereby allowed for provisional admission into the First Year MBBS/BDS courses in the Medical Colleges of Assam and Regional Dental College at Guwahati for the session 2012, the name of the petitioner bearing Roll No. 381071 finds place against Serial No. 6 in the list of \""Un-reserved (General Merit)\"" candidates for Jorhat Medical College, Jorhat.",Educational Notice,Document,0.7192
22,"I have heard Mr. G.N. Sahewalla, learned Sr. counsel assisted by Mr. S. Mohendro and Mr. M. N. Anix Singh, learned counsel for the petitioners. I have also heard Mr. Th. Ibohal Singh, learned Sr. G.A., Manipur alongwith Mr. K.R. Baruah, learned counsel for the State respondents. I have also heard Mr. Genanda, learned counsel appearing for the respondent No. 3, i.e. Manipur Public Service Commission as well as Mr. M. Bhuyan alongwith Mr. P. Hazarika, learned counsel appearing for the private respondents. I have also considered the entire materials on record. At the time of filing of the writ petitions in the year 2006, the petitioners were functioning in the cadre of MHS Grade-III (Formerly Grade-IV). It was contended that they were eligible for promotion to the next higher grade, i.e. MHS Grade-II. It was also contended that although they had the requisite qualification, i.e. Post Graduate Degree in their respective specialities, but due to non-availability of the adequate number of vacancies in the specialised posts, they could not be offered promotion",Mr. G.N. Sahewalla,Person,0.862
